time,value
"2019/06/6 19:47:45",12
"2019/06/6 19:49:04",7
"2019/06/6 19:49:39",5
"2019/06/6 19:50:39",6
"2019/06/6 19:51:29",10
"2019/06/6 19:52:39",13
"2019/06/6 19:53:39",11
"2019/06/6 19:54:29",11
"2019/06/6 19:55:55",11
"2019/06/6 19:56:39",8
"2019/06/6 19:57:29",7
"2019/06/6 19:58:39",14
"2019/06/6 19:59:39",11
"2019/06/6 20:02:39",11
"2019/06/6 20:03:30",11
"2019/06/6 20:04:39",11
"2019/06/6 20:05:39",11
"2019/06/6 20:06:39",13
"2019/06/6 20:07:39",10
"2019/06/6 20:08:39",8
"2019/06/6 20:09:30",8
"2019/06/6 20:10:39",7
"2019/06/6 20:11:23",6
"2019/06/6 20:12:28",10
"2019/06/6 20:14:10",10
"2019/06/6 20:14:39",5
"2019/06/6 20:16:39",13
"2019/06/6 20:17:39",12
"2019/06/6 20:18:29",11
"2019/06/6 20:19:39",9
"2019/06/6 20:21:28",10
"2019/06/6 20:22:39",9
"2019/06/6 20:23:39",13
"2019/06/6 20:24:29",8
"2019/06/6 20:25:39",7
"2019/06/6 20:26:39",10
"2019/06/6 20:29:39",8
"2019/06/6 20:31:39",5
"2019/06/6 20:32:39",5
"2019/06/6 20:33:54",9
"2019/06/6 20:34:39",6
"2019/06/6 20:35:39",8
"2019/06/6 20:36:29",7
"2019/06/6 20:37:39",7
"2019/06/6 20:39:28",16
"2019/06/6 20:40:39",11
"2019/06/6 20:41:39",13
"2019/06/6 20:42:28",10
"2019/06/6 20:43:39",8
"2019/06/6 20:45:08",14
"2019/06/6 20:46:39",8
"2019/06/6 20:47:39",8
"2019/06/6 20:48:28",15
"2019/06/6 20:49:39",11
"2019/06/6 20:50:39",9
"2019/06/6 20:51:28",9
"2019/06/6 20:52:48",8
"2019/06/6 20:53:39",8
"2019/06/6 20:54:30",12
"2019/06/6 20:55:39",8
"2019/06/6 20:57:28",10
"2019/06/6 20:58:39",8
"2019/06/6 20:59:39",11
"2019/06/6 21:01:00",5
"2019/06/6 21:01:39",9
"2019/06/6 21:02:39",8
"2019/06/6 21:03:28",9
"2019/06/6 21:04:39",12
"2019/06/6 21:05:39",5
"2019/06/6 21:07:24",12
"2019/06/6 21:07:39",7
"2019/06/6 21:08:39",10
"2019/06/6 21:09:30",12
"2019/06/6 21:10:39",10
"2019/06/6 21:11:40",12
"2019/06/6 21:12:29",8
"2019/06/6 21:13:39",9
"2019/06/6 21:14:39",11
"2019/06/6 21:16:39",7
"2019/06/6 21:17:40",4
"2019/06/6 21:18:30",7
"2019/06/6 21:20:02",7
"2019/06/6 21:20:39",10
"2019/06/6 21:21:28",10
"2019/06/6 21:23:39",9
"2019/06/6 21:24:28",5
"2019/06/6 21:26:13",7
"2019/06/6 21:26:39",7
"2019/06/6 21:27:28",7
"2019/06/6 21:28:39",8
"2019/06/6 21:29:39",11
"2019/06/6 21:32:39",2
"2019/06/6 21:33:29",10
"2019/06/6 21:34:39",7
"2019/06/6 21:35:39",11
"2019/06/6 21:36:30",12
"2019/06/6 21:37:39",11
"2019/06/6 21:38:39",10
"2019/06/6 21:39:29",6
"2019/06/6 21:40:39",6
"2019/06/6 21:41:39",5
"2019/06/6 21:42:50",6
"2019/06/6 21:43:48",8
"2019/06/6 21:44:39",7
"2019/06/6 21:47:08",6
"2019/06/6 21:47:39",7
"2019/06/6 21:48:30",8
"2019/06/6 21:50:39",7
"2019/06/6 21:51:28",5
"2019/06/6 21:52:39",4
"2019/06/6 21:53:51",11
"2019/06/6 21:54:29",6
"2019/06/6 21:55:39",5
"2019/06/6 21:56:39",8
"2019/06/6 21:57:28",8
"2019/06/6 21:58:39",5
"2019/06/6 21:59:39",4
"2019/06/6 22:01:40",6
"2019/06/6 22:02:39",6
"2019/06/6 22:03:28",5
"2019/06/6 22:04:39",4
"2019/06/6 22:06:28",5
"2019/06/6 22:08:39",4
"2019/06/6 22:09:29",4
"2019/06/6 22:10:39",2
"2019/06/6 22:11:40",6
"2019/06/6 22:12:29",3
"2019/06/6 22:13:39",5
"2019/06/6 22:14:39",6
"2019/06/6 22:17:37",3
"2019/06/6 22:17:39",6
"2019/06/6 22:18:30",4
"2019/06/7 13:26:21",
"2019/06/7 14:59:39",
"2019/06/7 17:12:00",
"2019/06/7 17:16:27",
"2019/06/7 17:16:57",
"2019/06/7 17:18:00",
"2019/06/7 20:18:20",7
"2019/06/7 20:18:52",11
"2019/06/7 20:19:46",15
"2019/06/7 20:20:31",12
"2019/06/7 20:20:41",6
"2019/06/7 20:21:04",6
"2019/06/7 20:22:10",9
"2019/06/7 20:22:27",7
"2019/06/7 20:23:01",8
"2019/06/7 20:25:03",6
"2019/06/7 20:25:59",5
"2019/06/7 20:26:48",6
"2019/06/7 20:27:59",6
"2019/06/7 20:28:59",8
"2019/06/7 20:29:51",7
"2019/06/7 20:30:59",10
"2019/06/7 20:31:59",8
"2019/06/7 20:32:52",11
"2019/06/7 20:34:00",6
"2019/06/7 20:35:00",8
"2019/06/7 20:35:51",9
"2019/06/7 20:37:00",5
"2019/06/7 20:38:00",7
"2019/06/7 20:40:00",10
"2019/06/7 20:41:20",8
"2019/06/7 20:41:54",5
"2019/06/7 20:43:00",7
"2019/06/7 20:43:59",6
"2019/06/7 20:45:02",6
"2019/06/7 20:45:59",10
"2019/06/7 20:46:59",8
"2019/06/7 20:47:48",8
"2019/06/7 20:49:01",12
"2019/06/7 20:49:59",9
"2019/06/7 20:50:49",7
"2019/06/7 20:51:59",4
"2019/06/7 20:52:59",6
"2019/06/7 20:55:59",10
"2019/06/7 20:56:53",10
"2019/06/7 20:58:00",6
"2019/06/7 20:59:00",6
"2019/06/7 20:59:42",7
"2019/06/7 21:01:00",11
"2019/06/7 21:02:00",7
"2019/06/7 21:02:48",7
"2019/06/7 21:04:00",6
"2019/06/7 21:05:05",6
"2019/06/7 21:05:49",9
"2019/06/7 21:06:59",9
"2019/06/7 21:07:59",6
"2019/06/7 21:09:59",2
"2019/06/7 21:11:01",6
"2019/06/7 21:11:48",6
"2019/06/7 21:12:59",5
"2019/06/7 21:13:59",5
"2019/06/7 21:14:49",9
"2019/06/7 21:15:59",5
"2019/06/7 21:17:01",2
"2019/06/7 21:17:49",7
"2019/06/7 21:18:59",6
"2019/06/7 21:20:01",4
"2019/06/7 21:20:49",4
"2019/06/7 21:22:59",6
"2019/06/7 21:25:01",11
"2019/06/7 21:26:00",11
"2019/06/7 21:26:49",6
"2019/06/7 21:28:00",9
"2019/06/7 21:28:59",4
"2019/06/7 21:29:50",6
"2019/06/7 21:31:00",6
"2019/06/7 21:31:59",5
"2019/06/7 21:32:50",6
"2019/06/7 21:33:59",9
"2019/06/7 21:35:49",8
"2019/06/7 21:37:59",4
"2019/06/7 21:40:19",6
"2019/06/7 21:40:59",5
"2019/06/7 21:41:48",4
"2019/06/7 21:42:59",8
"2019/06/7 21:44:00",6
"2019/06/7 21:44:50",13
"2019/06/7 21:46:03",7
"2019/06/7 21:47:00",3
"2019/06/7 21:47:48",7
"2019/06/7 21:49:00",5
"2019/06/7 21:50:00",2
"2019/06/8 12:53:45",
